Wings					                1927/1928 	Famous Players–Lasky (Lucien Hubbard, Jesse L. Lasky, B.P. Schulberg, & Adolph Zukor, producers)
Hacksaw Ridge				2016		Bill Mechanic and David Permut
Hell or High Water			2016		Carla Hacken and Julie Yorn
Hidden Figures				2016		Donna Gigliotti, Peter Chernin, Jenno Topping, Pharrell Williams, and Theodore Melfi
La La Land				2016		Fred Berger, Jordan Horowitz, and Marc Platt
Lion					2016		Emile Sherman, Iain Canning, and Angie Fielder
Manchester by the Sea			2016		Matt Damon, Kimberly Steward, Chris Moore, Lauren Beck, and Kevin J. Walsh
The Shape of Water			2017		Guillermo del Toro and J. Miles Dale
Call Me by Your Name			2017		Peter Spears, Luca Guadagnino, Emilie Georges, and Marco Morabito
Darkest Hour				2017		Tim Bevan, Eric Fellner, Lisa Bruce, Anthony McCarten, and Douglas Urbanski
Dunkirk					2017		Emma Thomas and Christopher Nolan
Get Out					2017		Sean McKittrick, Jason Blum, Edward H. Hamm Jr., and Jordan Peele
Lady Bird				2017		Scott Rudin, Eli Bush, and Evelyn O'Neill
Phantom Thread				2017		JoAnne Sellar, Paul Thomas Anderson, Megan Ellison, and Daniel Lupi
The Post				2017		Amy Pascal, Steven Spielberg, and Kristie Macosko Krieger
Three Billboards Outside Ebbing		2017		Graham Broadbent, Pete Czernin, and Martin McDonagh
Green Book				2018		Jim Burke, Charles B. Wessler, Brian Currie, Peter Farrelly, and Nick Vallelonga
Black Panther				2018		Kevin Feige
BlacKkKlansman				2018		Sean McKittrick, Jason Blum, Raymond Mansfield, Jordan Peele, and Spike Lee
Bohemian Rhapsody			2018		Graham King
The Favourite				2018		Ceci Dempsey, Ed Guiney, Lee Magiday, and Yorgos Lanthimos
Roma					2018		Gabriela Rodríguez and Alfonso Cuarón
A Star Is Born				2018		Bill Gerber, Bradley Cooper, and Lynette Howell Taylor
Vice					2018		Dede Gardner, Jeremy Kleiner, Adam McKay, and Kevin Messick
Parasite				2019		Kwak Sin-ae and Bong Joon-ho
Ford v Ferrari				2019		Peter Chernin, Jenno Topping, and James Mangold
The Irishman				2019		Martin Scorsese, Robert De Niro, Jane Rosenthal, and Emma Tillinger Koskoff
Jojo Rabbit				2019		Carthew Neal, Taika Waititi, and Chelsea Winstanley
Joker					2019		Todd Phillips, Bradley Cooper, and Emma Tillinger Koskoff
Little Women				2019		Amy Pascal
Marriage Story				2019		Noah Baumbach and David Heyman
1917					2019		Sam Mendes, Pippa Harris, Jayne-Ann Tenggren, and Callum McDougall
Nomadland				2020		Frances McDormand, Peter Spears, Mollye Asher, Dan Janvey, and Chloé Zhao
The Father				2020		David Parfitt, Jean-Louis Livi, and Philippe Carcassonne
Judas and the Black Messiah		2020		Shaka King, Charles D. King, and Ryan Coogler
Mank					2020		Ceán Chaffin, Eric Roth, and Douglas Urbanski
Minari					2020		Christina Oh
Promising Young Woman			2020		Ben Browning, Ashley Fox, Emerald Fennell, and Josey McNamara
Sound of Metal				2020		Bert Hamelinck and Sacha Ben Harroche
The Trial of the Chicago 7		2020		Marc Platt and Stuart M. Besser
CODA					2021		Philippe Rousselet, Fabrice Gianfermi, and Patrick Wachsberger
Belfast					2021		Laura Berwick, Kenneth Branagh, Becca Kovacik, and Tamar Thomas
Don't Look Up				2021		Adam McKay and Kevin Messick
Drive My Car				2021		Teruhisa Yamamoto
Dune					2021		Mary Parent, Denis Villeneuve, and Cale Boyter
King Richard				2021		Tim White, Trevor White, and Will Smith
Licorice Pizza				2021		Sara Murphy, Adam Somner, and Paul Thomas Anderson
Nightmare Alley				2021		Guillermo del Toro, J. Miles Dale, and Bradley Cooper
The Power of the Dog			2021		Jane Campion, Tanya Seghatchian, Emile Sherman, Iain Canning, and Roger Frappier
West Side Story				2021		Steven Spielberg and Kristie Macosko Krieger
Everything Everywhere All at Once	2022		Daniel Kwan, Daniel Scheinert, and Jonathan Wang
All Quiet on the Western Front		2022		Malte Grunert
Avatar: The Way of Water		2022		James Cameron and Jon Landau
The Banshees of Inisherin		2022		Graham Broadbent, Pete Czernin, and Martin McDonagh
Elvis					2022		Baz Luhrmann, Catherine Martin, Gail Berman, Patrick McCormick, and Schuyler Weiss
The Fabelmans				2022		Kristie Macosko Krieger, Steven Spielberg, and Tony Kushner
Tár					2022		Todd Field, Alexandra Milchan, and Scott Lambert
Top Gun: Maverick			2022		Tom Cruise, Christopher McQuarrie, David Ellison, and Jerry Bruckheimer
Triangle of Sadness			2022		Erik Hemmendorff and Philippe Bober
Women Talking				2022		Dede Gardner, Jeremy Kleiner, and Frances McDormand
Oppenheimer				2023		Emma Thomas, Charles Roven, and Christopher Nolan
Anatomy of a Fall			2023		Marie-Ange Luciani and David Thion
Barbie					2023		David Heyman, Margot Robbie, Tom Ackerley, and Robbie Brenner
The Holdovers				2023		Mark Johnson
Killers of the Flower Moon		2023		Dan Friedkin, Bradley Thomas, Martin Scorsese, and Daniel Lupi
Maestro					2023		Bradley Cooper, Steven Spielberg, Fred Berner, Amy Durning, and Kristie Macosko Krieger
Past Lives				2023		David Hinojosa, Christine Vachon, and Pamela Koffler
Poor Things				2023		Ed Guiney, Andrew Lowe, Yorgos Lanthimos, and Emma Stone
The Zone of Interest			2023		James Wilson
Anora					2024		Alex Coco, Samantha Quan, and Sean Baker
The Brutalist				2024		Nick Gordon, Brian Young, Andrew Morrison, D.J. Gugenheim, and Brady Corbet
A Complete Unknown			2024		Fred Berger, James Mangold, and Alex Heineman
Conclave				2024		Tessa Ross, Juliette Howell, and Michael A. Jackman
Dune: Part Two				2024		Mary Parent, Cale Boyter, Tanya Lapointe, and Denis Villeneuve
Emilia Pérez				2024		Pascal Caucheteux and Jacques Audiard
I'm Still Here				2024		Maria Carlota Bruno and Rodrigo Teixeira
Nickel Boys				2024		Dede Gardner, Jeremy Kleiner, and Joslyn Barnes
The Substance				2024		Coralie Fargeat, Tim Bevan, and Eric Fellner
Wicked					2024		Marc Platt
